date,II,V5,SpO2,Art,BP,ETCO2
40930,0.450000,0.450000,2.500000,2.897037,9.324255,36.812500
40931,0.000000,0.000000,4.259764,2.872775,8.530319,36.843750
40932,0.000000,0.000000,4.853439,2.843106,7.736383,36.875000
40933,-0.700000,-0.700000,4.973899,2.806981,7.398884,36.906250
40934,5.000000,5.000000,4.995445,2.763233,7.061385,36.937500
40935,-1.500000,-1.500000,4.809420,2.710590,6.723885,36.968750
40936,0.000000,0.000000,4.764730,2.647736,6.386386,37.000000
40937,0.000000,0.000000,4.710191,2.573379,6.048887,37.031250
40938,0.500000,0.500000,4.643954,2.486371,5.711388,37.062500
40939,1.400000,1.400000,4.563979,2.385853,5.620291,37.093750
40940,1.600000,1.600000,4.468099,2.271429,5.529193,37.125000
40941,1.650000,1.650000,4.354118,2.143339,5.438096,37.156250
40942,0.700000,0.700000,4.219977,2.002619,5.346999,37.187500
40943,0.200000,0.200000,4.063965,1.851173,5.255901,37.218750
40944,0.000000,0.000000,3.884993,1.691754,5.164804,37.250000
40945,0.000000,0.000000,3.682893,1.527806,5.143518,37.281250
40946,0.000000,0.000000,3.458694,1.363190,5.122233,37.312500
40947,0.000000,0.000000,3.214830,1.201832,5.100947,37.343750
40948,0.000000,0.000000,2.955193,1.047352,5.079661,37.375000
40949,0.000000,0.000000,2.684987,0.902760,5.058375,37.406250
40950,0.000000,0.000000,2.410365,0.770255,5.037089,37.437500
40951,0.000000,0.000000,2.137891,0.651160,5.032290,37.468750
40952,0.000000,0.000000,1.873930,0.545971,5.027490,37.500000
40953,0.000000,0.000000,1.624066,0.454486,5.022691,37.531250
40954,0.000000,0.000000,1.392676,0.375982,5.017891,37.562500
40955,0.000000,0.000000,1.182704,0.309390,5.013091,37.593750
40956,0.000000,0.000000,0.995651,0.253453,5.008292,37.625000
40957,0.000000,0.000000,0.831736,0.206852,5.007218,37.656250
40958,0.000000,0.000000,0.690156,0.168294,5.006145,37.687500
40959,0.000000,0.000000,0.569384,0.136572,5.005071,37.718750
40960,0.000000,0.000000,0.467454,0.026101,5.003998,37.750000
40961,0.000000,0.000000,0.382197,0.146561,5.002924,37.781250
40962,0.000000,0.000000,0.311421,0.740236,5.001851,37.812500
40963,0.000000,0.000000,0.253034,2.500000,5.001611,37.658106
40964,0.000000,0.000000,0.205114,4.259764,5.001372,37.503712
40965,0.000000,0.000000,0.004555,4.853439,5.001132,37.349318
40966,0.000000,0.000000,0.026101,4.995445,5.000892,37.194923
40967,0.450000,0.450000,0.146561,4.973899,5.000653,37.040529
40968,0.600000,0.600000,0.740236,4.853439,5.000413,36.886135
40969,0.450000,0.450000,2.500000,4.259764,5.000360,36.134147
40970,0.000000,0.000000,4.259764,2.897037,5.000306,35.382159
40971,0.000000,0.000000,4.853439,2.872775,5.000253,34.630171
40972,-0.700000,-0.700000,4.973899,2.843106,5.000199,33.878183
40973,5.000000,5.000000,4.995445,2.806981,5.000146,33.126195
40974,-1.500000,-1.500000,4.809420,2.763233,5.000092,32.374206
40975,0.000000,0.000000,4.764730,2.710590,5.000080,30.145172
40976,0.000000,0.000000,4.710191,2.647736,5.000068,27.916138
40977,0.500000,0.500000,4.643954,2.573379,5.000056,25.687103
40978,1.400000,1.400000,4.563979,2.486371,5.000044,23.458069
40979,1.600000,1.600000,4.468099,2.385853,5.000032,21.229034
40980,1.650000,1.650000,4.354118,2.271429,5.000021,19.000000
40981,0.700000,0.700000,4.219977,2.143339,5.000018,16.770966
40982,0.200000,0.200000,4.063965,2.002619,5.000015,14.541931
40983,0.000000,0.000000,3.884993,1.851173,5.000013,12.312897
40984,0.000000,0.000000,3.682893,1.691754,5.000010,10.083862
40985,0.000000,0.000000,3.458694,1.527806,5.000007,7.854828
40986,0.000000,0.000000,3.214830,1.363190,5.000005,5.625794
40987,0.000000,0.000000,2.955193,1.201832,5.000004,4.873805
40988,0.000000,0.000000,2.684987,1.047352,5.000003,4.121817
40989,0.000000,0.000000,2.410365,0.902760,5.000003,3.369829
40990,0.000000,0.000000,2.137891,0.770255,5.000002,2.617841
40991,0.000000,0.000000,1.873930,0.651160,5.000002,1.865853
40992,0.000000,0.000000,1.624066,0.545971,5.000001,1.113865
40993,0.000000,0.000000,1.392676,0.454486,5.000001,0.961281
40994,0.000000,0.000000,1.182704,0.375982,5.000001,0.808698
40995,0.000000,0.000000,0.995651,0.309390,5.000001,0.656115
40996,0.000000,0.000000,0.831736,0.253453,5.000000,0.503531
40997,0.000000,0.000000,0.690156,0.206852,5.000000,0.350948
40998,0.000000,0.000000,0.569384,0.168294,5.000000,0.198365
40999,0.000000,0.000000,0.467454,0.136572,5.000000,0.171074
41000,0.000000,0.000000,0.382197,0.026101,5.000000,0.143783
41001,0.000000,0.000000,0.311421,0.146561,5.000000,0.116492
41002,0.000000,0.000000,0.253034,0.740236,5.000000,0.089202
41003,0.000000,0.000000,0.205114,2.500000,5.000000,0.061911
41004,0.000000,0.000000,0.004555,4.259764,5.000000,0.034620
41005,0.000000,0.000000,0.026101,4.853439,5.000000,0.029853
41006,0.450000,0.450000,0.146561,4.995445,5.000000,0.025087
41007,0.600000,0.600000,0.740236,4.973899,5.000000,0.020320
41008,0.450000,0.450000,2.500000,4.853439,5.000000,0.015554
41009,0.000000,0.000000,4.259764,4.259764,5.000000,0.010787
41010,0.000000,0.000000,4.853439,2.897037,5.000000,0.006021
41011,-0.700000,-0.700000,4.973899,2.872775,5.000000,0.005192
41012,5.000000,5.000000,4.995445,2.843106,5.000000,0.004363
41013,-1.500000,-1.500000,4.809420,2.806981,5.000000,0.003533
41014,0.000000,0.000000,4.764730,2.763233,5.000000,0.002704
41015,0.000000,0.000000,4.710191,2.710590,5.000000,0.001875
41016,0.500000,0.500000,4.643954,2.647736,5.000000,0.001046
41017,1.400000,1.400000,4.563979,2.573379,5.000000,0.000902
41018,1.600000,1.600000,4.468099,2.486371,5.000000,0.000758
41019,1.650000,1.650000,4.354118,2.385853,5.000000,0.000614
41020,0.700000,0.700000,4.219977,2.271429,5.000000,0.000470
41021,0.200000,0.200000,4.063965,2.143339,5.000000,0.000326
41022,0.000000,0.000000,3.884993,2.002619,5.000000,0.000182
41023,0.000000,0.000000,3.682893,1.851173,5.000000,0.000157
41024,0.000000,0.000000,3.458694,1.691754,5.000000,0.000132
41025,0.000000,0.000000,3.214830,1.527806,5.000000,0.000107
41026,0.000000,0.000000,2.955193,1.363190,5.000000,0.000082
41027,0.000000,0.000000,2.684987,1.201832,5.000000,0.000057
41028,0.000000,0.000000,2.410365,1.047352,5.000000,0.000032
41029,0.000000,0.000000,2.137891,0.902760,5.000000,0.000027
41030,0.000000,0.000000,1.873930,0.770255,5.000000,0.000023
41031,0.000000,0.000000,1.624066,0.651160,5.000000,0.000019
41032,0.000000,0.000000,1.392676,0.545971,5.000000,0.000014
41033,0.000000,0.000000,1.182704,0.454486,5.000000,0.000010
41034,0.000000,0.000000,0.995651,0.375982,5.000000,0.000005
41035,0.000000,0.000000,0.831736,0.309390,5.000000,0.000005
41036,0.000000,0.000000,0.690156,0.253453,5.000000,0.000004
41037,0.000000,0.000000,0.569384,0.206852,5.000000,0.000003
41038,0.000000,0.000000,0.467454,0.168294,5.000000,0.000002
41039,0.000000,0.000000,0.382197,0.136572,5.000000,0.000002
41040,0.000000,0.000000,0.311421,0.026101,5.000000,0.000001
41041,0.000000,0.000000,0.253034,0.146561,5.000000,0.000001
41042,0.000000,0.000000,0.205114,0.740236,5.000000,0.000001
41043,0.000000,0.000000,0.004555,2.500000,5.000000,0.000001
41044,0.000000,0.000000,0.026101,4.259764,5.000000,0.000000
41045,0.450000,0.450000,0.146561,4.853439,5.000000,0.000000
41046,0.600000,0.600000,0.740236,4.995445,5.000000,0.000000
41047,0.450000,0.450000,2.500000,4.973899,5.000000,0.000000
41048,0.000000,0.000000,4.259764,4.853439,5.000000,0.000000
41049,0.000000,0.000000,4.853439,4.259764,5.000000,0.000000
41050,-0.700000,-0.700000,4.973899,2.897037,5.000000,0.000000
41051,5.000000,5.000000,4.995445,2.872775,5.000000,0.000000
41052,-1.500000,-1.500000,4.809420,2.843106,5.000000,0.000000
41053,0.000000,0.000000,4.764730,2.806981,5.000000,0.000000
41054,0.000000,0.000000,4.710191,2.763233,5.000000,0.000000
41055,0.500000,0.500000,4.643954,2.710590,5.000000,0.000000
41056,1.400000,1.400000,4.563979,2.647736,5.000000,0.000000
41057,1.600000,1.600000,4.468099,2.573379,5.000000,0.000000
41058,1.650000,1.650000,4.354118,2.486371,5.000000,0.000000
41059,0.700000,0.700000,4.219977,2.385853,5.000000,0.000000
41060,0.200000,0.200000,4.063965,2.271429,5.000000,0.000000
41061,0.000000,0.000000,3.884993,2.143339,5.000000,0.000000
41062,0.000000,0.000000,3.682893,2.002619,5.000000,0.000000
41063,0.000000,0.000000,3.458694,1.851173,5.000000,0.000000
41064,0.000000,0.000000,3.214830,1.691754,5.000000,0.000000
41065,0.000000,0.000000,2.955193,1.527806,5.000000,0.000000
41066,0.000000,0.000000,2.684987,1.363190,5.000000,0.000000
41067,0.000000,0.000000,2.410365,1.201832,5.000000,0.000000
41068,0.000000,0.000000,2.137891,1.047352,5.000000,0.000000
41069,0.000000,0.000000,1.873930,0.902760,5.000000,0.000000
41070,0.000000,0.000000,1.624066,0.770255,5.000000,0.000000
41071,0.000000,0.000000,1.392676,0.651160,5.000000,0.000000
41072,0.000000,0.000000,1.182704,0.545971,5.000000,0.000000
41073,0.000000,0.000000,0.995651,0.454486,5.000000,0.000000
41074,0.000000,0.000000,0.831736,0.375982,5.000000,0.000000
41075,0.000000,0.000000,0.690156,0.309390,5.000000,0.000000
41076,0.000000,0.000000,0.569384,0.253453,5.000000,0.000000
41077,0.000000,0.000000,0.467454,0.206852,5.000000,0.000000
41078,0.000000,0.000000,0.382197,0.168294,5.000000,0.000000
41079,0.000000,0.000000,0.311421,0.136572,5.000000,0.000000
41080,0.000000,0.000000,0.253034,0.026101,5.000000,0.000000
41081,0.000000,0.000000,0.205114,0.146561,5.000000,0.000000
41082,0.000000,0.000000,0.004555,0.740236,5.000000,0.000000
41083,0.000000,0.000000,0.026101,2.500000,5.000000,0.000000
41084,0.450000,0.450000,0.146561,4.259764,5.000000,0.000000
41085,0.600000,0.600000,0.740236,4.853439,5.000000,0.000000
41086,0.450000,0.450000,2.500000,4.995445,5.000000,0.000000
41087,0.000000,0.000000,4.259764,4.973899,5.000000,0.000000
41088,0.000000,0.000000,4.853439,4.853439,5.000000,0.000000
41089,-0.700000,-0.700000,4.973899,4.259764,5.000000,0.000000
41090,5.000000,5.000000,4.995445,2.897037,5.000000,0.000000
41091,-1.500000,-1.500000,4.809420,2.872775,5.000000,0.000000
41092,0.000000,0.000000,4.764730,2.843106,5.000000,0.000000
41093,0.000000,0.000000,4.710191,2.806981,5.000000,0.000000
41094,0.500000,0.500000,4.643954,2.763233,5.000000,0.000000
41095,1.400000,1.400000,4.563979,2.710590,5.027467,0.014424
41096,1.600000,1.600000,4.468099,2.647736,5.054935,0.028847
41097,1.650000,1.650000,4.354118,2.573379,5.082402,0.043271
41098,0.700000,0.700000,4.219977,2.486371,5.109869,0.057695
41099,0.200000,0.200000,4.063965,2.385853,5.137337,0.072118
41100,0.000000,0.000000,3.884993,2.271429,5.164804,0.086542
41101,0.000000,0.000000,3.682893,2.143339,5.255901,0.111160
41102,0.000000,0.000000,3.458694,2.002619,5.346999,0.135778
41103,0.000000,0.000000,3.214830,1.851173,5.438096,0.160396
41104,0.000000,0.000000,2.955193,1.691754,5.529193,0.185014
41105,0.000000,0.000000,2.684987,1.527806,5.620291,0.209632
41106,0.000000,0.000000,2.410365,1.363190,5.711388,0.234250
41107,0.000000,0.000000,2.137891,1.201832,6.048887,0.300128
41108,0.000000,0.000000,1.873930,1.047352,6.386386,0.366006
41109,0.000000,0.000000,1.624066,0.902760,6.723885,0.431884
41110,0.000000,0.000000,1.392676,0.770255,7.061385,0.497761
41111,0.000000,0.000000,1.182704,0.651160,7.398884,0.563639
41112,0.000000,0.000000,0.995651,0.545971,7.736383,0.629517
41113,0.000000,0.000000,0.831736,0.454486,8.530319,0.801249
41114,0.000000,0.000000,0.690156,0.375982,9.324255,0.972980
41115,0.000000,0.000000,0.569384,0.309390,10.118191,1.144711
41116,0.000000,0.000000,0.467454,0.253453,10.912128,1.316443
41117,0.000000,0.000000,0.382197,0.206852,11.706064,1.488174
41118,0.000000,0.000000,0.311421,0.168294,12.500000,1.659906
41119,0.000000,0.000000,0.253034,0.136572,13.293936,2.078605
41120,0.000000,0.000000,0.205114,0.026101,14.087872,2.497304
41121,0.000000,0.000000,0.004555,0.146561,14.881809,2.916004
41122,0.000000,0.000000,0.026101,0.740236,15.675745,3.334703
41123,0.450000,0.450000,0.146561,2.500000,16.469681,3.753403
41124,0.600000,0.600000,0.740236,4.259764,17.263617,4.172102
41125,0.450000,0.450000,2.500000,4.853439,17.601116,5.045577
41126,0.000000,0.000000,4.259764,4.995445,17.938615,5.919051
41127,0.000000,0.000000,4.853439,4.973899,18.276115,6.792526
41128,-0.700000,-0.700000,4.973899,4.853439,18.613614,7.666001
41129,5.000000,5.000000,4.995445,4.259764,18.951113,8.539475
41130,-1.500000,-1.500000,4.809420,2.897037,19.288612,9.412950
41131,0.000000,0.000000,4.764730,2.872775,19.379709,10.760791
41132,0.000000,0.000000,4.710191,2.843106,19.470807,12.108633
41133,0.500000,0.500000,4.643954,2.806981,19.561904,13.456475
41134,1.400000,1.400000,4.563979,2.763233,19.653001,14.804317
41135,1.600000,1.600000,4.468099,2.710590,19.744099,16.152158
41136,1.650000,1.650000,4.354118,2.647736,19.835196,17.500000
41137,0.700000,0.700000,4.219977,2.573379,19.856482,18.847842
41138,0.200000,0.200000,4.063965,2.486371,19.877767,20.195683
41139,0.000000,0.000000,3.884993,2.385853,19.899053,21.543525
41140,0.000000,0.000000,3.682893,2.271429,19.920339,22.891367
41141,0.000000,0.000000,3.458694,2.143339,19.941625,24.239209
41142,0.000000,0.000000,3.214830,2.002619,19.962911,25.587050
41143,0.000000,0.000000,2.955193,1.851173,19.967710,26.460525
41144,0.000000,0.000000,2.684987,1.691754,19.972510,27.333999
41145,0.000000,0.000000,2.410365,1.527806,19.977309,28.207474
41146,0.000000,0.000000,2.137891,1.363190,19.982109,29.080949
41147,0.000000,0.000000,1.873930,1.201832,19.986909,29.954423
41148,0.000000,0.000000,1.624066,1.047352,19.991708,30.827898
41149,0.000000,0.000000,1.392676,0.902760,19.992782,31.246597
41150,0.000000,0.000000,1.182704,0.770255,19.993855,31.665297
41151,0.000000,0.000000,0.995651,0.651160,19.994929,32.083996
41152,0.000000,0.000000,0.831736,0.545971,19.996002,32.502696
41153,0.000000,0.000000,0.690156,0.454486,19.997076,32.921395
41154,0.000000,0.000000,0.569384,0.375982,19.998149,33.340094
41155,0.000000,0.000000,0.467454,0.309390,19.998389,33.511826
41156,0.000000,0.000000,0.382197,0.253453,19.998628,33.683557
41157,0.000000,0.000000,0.311421,0.206852,19.998868,33.855289
41158,0.000000,0.000000,0.253034,0.168294,19.999108,34.027020
41159,0.000000,0.000000,0.205114,0.136572,19.999347,34.198751
41160,0.000000,0.000000,0.004555,0.026101,19.999587,34.370483
41161,0.000000,0.000000,0.026101,0.146561,19.999640,34.436361
41162,0.450000,0.450000,0.146561,0.740236,19.999694,34.502239
41163,0.600000,0.600000,0.740236,2.500000,19.999747,34.568116
41164,0.450000,0.450000,2.500000,4.259764,19.999801,34.633994
41165,0.000000,0.000000,4.259764,4.853439,19.999854,34.699872
41166,0.000000,0.000000,4.853439,4.995445,19.999908,34.765750
41167,-0.700000,-0.700000,4.973899,4.973899,19.999923,34.804792
41168,5.000000,5.000000,4.995445,4.853439,19.999939,34.843833
41169,-1.500000,-1.500000,4.809420,4.259764,19.999954,34.882875
41170,0.000000,0.000000,4.764730,2.897037,19.999969,34.921917
41171,0.000000,0.000000,4.710191,2.872775,19.999985,34.960958
41172,0.500000,0.500000,4.643954,2.843106,20.000000,35.000000
41173,1.400000,1.400000,4.563979,2.806981,20.000000,35.031250
41174,1.600000,1.600000,4.468099,2.763233,20.000000,35.062500
41175,1.650000,1.650000,4.354118,2.710590,20.000000,35.093750
41176,0.700000,0.700000,4.219977,2.647736,20.000000,35.125000
41177,0.200000,0.200000,4.063965,2.573379,20.000000,35.156250
41178,0.000000,0.000000,3.884993,2.486371,20.000000,35.187500
41179,0.000000,0.000000,3.682893,2.385853,20.000000,35.218750
41180,0.000000,0.000000,3.458694,2.271429,20.000000,35.250000
41181,0.000000,0.000000,3.214830,2.143339,20.000000,35.281250
41182,0.000000,0.000000,2.955193,2.002619,20.000000,35.312500
41183,0.000000,0.000000,2.684987,1.851173,20.000000,35.343750
41184,0.000000,0.000000,2.410365,1.691754,20.000000,35.375000
41185,0.000000,0.000000,2.137891,1.527806,20.000000,35.406250
41186,0.000000,0.000000,1.873930,1.363190,20.000000,35.437500
41187,0.000000,0.000000,1.624066,1.201832,20.000000,35.468750
41188,0.000000,0.000000,1.392676,1.047352,20.000000,35.500000
41189,0.000000,0.000000,1.182704,0.902760,20.000000,35.531250
41190,0.000000,0.000000,0.995651,0.770255,20.000000,35.562500
41191,0.000000,0.000000,0.831736,0.651160,20.000000,35.593750
41192,0.000000,0.000000,0.690156,0.545971,20.000000,35.625000
41193,0.000000,0.000000,0.569384,0.454486,20.000000,35.656250
41194,0.000000,0.000000,0.467454,0.375982,20.000000,35.687500
41195,0.000000,0.000000,0.382197,0.309390,20.000000,35.718750
41196,0.000000,0.000000,0.311421,0.253453,20.000000,35.750000
41197,0.000000,0.000000,0.253034,0.206852,20.000000,35.781250
41198,0.000000,0.000000,0.205114,0.168294,20.000000,35.812500
41199,0.000000,0.000000,0.004555,0.136572,20.000000,35.843750
41200,0.000000,0.000000,0.026101,0.026101,20.000000,35.875000
41201,0.450000,0.450000,0.146561,0.146561,20.000000,35.906250
41202,0.600000,0.600000,0.740236,0.740236,20.000000,35.937500
41203,0.450000,0.450000,2.500000,2.500000,19.972533,35.968750
41204,0.000000,0.000000,4.259764,4.259764,19.945065,36.000000
41205,0.000000,0.000000,4.853439,4.853439,19.917598,36.031250
41206,-0.700000,-0.700000,4.973899,4.995445,19.890131,36.062500
41207,5.000000,5.000000,4.995445,4.973899,19.862663,36.093750
41208,-1.500000,-1.500000,4.809420,4.853439,19.835196,36.125000
41209,0.000000,0.000000,4.764730,4.259764,19.744099,36.156250
41210,0.000000,0.000000,4.710191,2.897037,19.653001,36.187500
41211,0.500000,0.500000,4.643954,2.872775,19.561904,36.218750
41212,1.400000,1.400000,4.563979,2.843106,19.470807,36.250000
41213,1.600000,1.600000,4.468099,2.806981,19.379709,36.281250
41214,1.650000,1.650000,4.354118,2.763233,19.288612,36.312500
41215,0.700000,0.700000,4.219977,2.710590,18.951113,36.343750
41216,0.200000,0.200000,4.063965,2.647736,18.613614,36.375000
41217,0.000000,0.000000,3.884993,2.573379,18.276115,36.406250
41218,0.000000,0.000000,3.682893,2.486371,17.938615,36.437500
41219,0.000000,0.000000,3.458694,2.385853,17.601116,36.468750
41220,0.000000,0.000000,3.214830,2.271429,17.263617,36.500000
41221,0.000000,0.000000,2.955193,2.143339,16.469681,36.531250
41222,0.000000,0.000000,2.684987,2.002619,15.675745,36.562500
41223,0.000000,0.000000,2.410365,1.851173,14.881809,36.593750
41224,0.000000,0.000000,2.137891,1.691754,14.087872,36.625000
41225,0.000000,0.000000,1.873930,1.527806,13.293936,36.656250
41226,0.000000,0.000000,1.624066,1.363190,12.500000,36.687500
41227,0.000000,0.000000,1.392676,1.201832,11.706064,36.718750
41228,0.000000,0.000000,1.182704,1.047352,10.912128,36.750000
41229,0.000000,0.000000,0.995651,0.902760,10.118191,36.781250
41230,0.000000,0.000000,0.831736,0.770255,9.324255,36.812500
41231,0.000000,0.000000,0.690156,0.651160,8.530319,36.843750
41232,0.000000,0.000000,0.569384,0.545971,7.736383,36.875000
41233,0.000000,0.000000,0.467454,0.454486,7.398884,36.906250
41234,0.000000,0.000000,0.382197,0.375982,7.061385,36.937500
41235,0.000000,0.000000,0.311421,0.309390,6.723885,36.968750
41236,0.000000,0.000000,0.253034,0.253453,6.386386,37.000000
41237,0.000000,0.000000,0.205114,0.206852,6.048887,37.031250
41238,0.000000,0.000000,0.004555,0.168294,5.711388,37.062500
41239,0.000000,0.000000,0.026101,0.136572,5.620291,37.093750
41240,0.450000,0.450000,0.146561,0.026101,5.529193,37.125000
41241,0.600000,0.600000,0.740236,0.146561,5.438096,37.156250
41242,0.450000,0.450000,2.500000,0.740236,5.346999,37.187500
41243,0.000000,0.000000,4.259764,2.500000,5.255901,37.218750
41244,0.000000,0.000000,4.853439,4.259764,5.164804,37.250000
41245,-0.700000,-0.700000,4.973899,4.853439,5.143518,37.281250
41246,5.000000,5.000000,4.995445,4.995445,5.122233,37.312500
41247,-1.500000,-1.500000,4.809420,4.973899,5.100947,37.343750
41248,0.000000,0.000000,4.764730,4.853439,5.079661,37.375000
41249,0.000000,0.000000,4.710191,4.259764,5.058375,37.406250
41250,0.500000,0.500000,4.643954,2.897037,5.037089,37.437500
41251,1.400000,1.400000,4.563979,2.872775,5.032290,37.468750
41252,1.600000,1.600000,4.468099,2.843106,5.027490,37.500000
41253,1.650000,1.650000,4.354118,2.806981,5.022691,37.531250
41254,0.700000,0.700000,4.219977,2.763233,5.017891,37.562500
41255,0.200000,0.200000,4.063965,2.710590,5.013091,37.593750
41256,0.000000,0.000000,3.884993,2.647736,5.008292,37.625000
41257,0.000000,0.000000,3.682893,2.573379,5.007218,37.656250
41258,0.000000,0.000000,3.458694,2.486371,5.006145,37.687500
41259,0.000000,0.000000,3.214830,2.385853,5.005071,37.718750
41260,0.000000,0.000000,2.955193,2.271429,5.003998,37.750000
41261,0.000000,0.000000,2.684987,2.143339,5.002924,37.781250
41262,0.000000,0.000000,2.410365,2.002619,5.001851,37.812500
41263,0.000000,0.000000,2.137891,1.851173,5.001611,37.658106
41264,0.000000,0.000000,1.873930,1.691754,5.001372,37.503712
41265,0.000000,0.000000,1.624066,1.527806,5.001132,37.349318
41266,0.000000,0.000000,1.392676,1.363190,5.000892,37.194923
41267,0.000000,0.000000,1.182704,1.201832,5.000653,37.040529
41268,0.000000,0.000000,0.995651,1.047352,5.000413,36.886135
41269,0.000000,0.000000,0.831736,0.902760,5.000360,36.134147
41270,0.000000,0.000000,0.690156,0.770255,5.000306,35.382159
41271,0.000000,0.000000,0.569384,0.651160,5.000253,34.630171
41272,0.000000,0.000000,0.467454,0.545971,5.000199,33.878183
41273,0.000000,0.000000,0.382197,0.454486,5.000146,33.126195
41274,0.000000,0.000000,0.311421,0.375982,5.000092,32.374206
41275,0.000000,0.000000,0.253034,0.309390,5.000080,30.145172
41276,0.000000,0.000000,0.205114,0.253453,5.000068,27.916138
41277,0.000000,0.000000,0.004555,0.206852,5.000056,25.687103
41278,0.000000,0.000000,0.026101,0.168294,5.000044,23.458069
41279,0.450000,0.450000,0.146561,0.136572,5.000032,21.229034
41280,0.600000,0.600000,0.740236,0.026101,5.000021,19.000000
41281,0.450000,0.450000,2.500000,0.146561,5.000018,16.770966
41282,0.000000,0.000000,4.259764,0.740236,5.000015,14.541931
41283,0.000000,0.000000,4.853439,2.500000,5.000013,12.312897
41284,-0.700000,-0.700000,4.973899,4.259764,5.000010,10.083862
41285,5.000000,5.000000,4.995445,4.853439,5.000007,7.854828
41286,-1.500000,-1.500000,4.809420,4.995445,5.000005,5.625794
41287,0.000000,0.000000,4.764730,4.973899,5.000004,4.873805
41288,0.000000,0.000000,4.710191,4.853439,5.000003,4.121817
41289,0.500000,0.500000,4.643954,4.259764,5.000003,3.369829
41290,1.400000,1.400000,4.563979,2.897037,5.000002,2.617841
41291,1.600000,1.600000,4.468099,2.872775,5.000002,1.865853
41292,1.650000,1.650000,4.354118,2.843106,5.000001,1.113865
41293,0.700000,0.700000,4.219977,2.806981,5.000001,0.961281
41294,0.200000,0.200000,4.063965,2.763233,5.000001,0.808698
41295,0.000000,0.000000,3.884993,2.710590,5.000001,0.656115
41296,0.000000,0.000000,3.682893,2.647736,5.000000,0.503531
41297,0.000000,0.000000,3.458694,2.573379,5.000000,0.350948
41298,0.000000,0.000000,3.214830,2.486371,5.000000,0.198365
41299,0.000000,0.000000,2.955193,2.385853,5.000000,0.171074
41300,0.000000,0.000000,2.684987,2.271429,5.000000,0.143783
41301,0.000000,0.000000,2.410365,2.143339,5.000000,0.116492
41302,0.000000,0.000000,2.137891,2.002619,5.000000,0.089202
41303,0.000000,0.000000,1.873930,1.851173,5.000000,0.061911
41304,0.000000,0.000000,1.624066,1.691754,5.000000,0.034620
41305,0.000000,0.000000,1.392676,1.527806,5.000000,0.029853
41306,0.000000,0.000000,1.182704,1.363190,5.000000,0.025087
41307,0.000000,0.000000,0.995651,1.201832,5.000000,0.020320
41308,0.000000,0.000000,0.831736,1.047352,5.000000,0.015554
41309,0.000000,0.000000,0.690156,0.902760,5.000000,0.010787
41310,0.000000,0.000000,0.569384,0.770255,5.000000,0.006021
41311,0.000000,0.000000,0.467454,0.651160,5.000000,0.005192
41312,0.000000,0.000000,0.382197,0.545971,5.000000,0.004363
41313,0.000000,0.000000,0.311421,0.454486,5.000000,0.003533
41314,0.000000,0.000000,0.253034,0.375982,5.000000,0.002704
41315,0.000000,0.000000,0.205114,0.309390,5.000000,0.001875
41316,0.000000,0.000000,0.004555,0.253453,5.000000,0.001046
41317,0.000000,0.000000,0.026101,0.206852,5.000000,0.000902
41318,0.450000,0.450000,0.146561,0.168294,5.000000,0.000758
41319,0.600000,0.600000,0.740236,0.136572,5.000000,0.000614
41320,0.450000,0.450000,2.500000,0.026101,5.000000,0.000470
41321,0.000000,0.000000,4.259764,0.146561,5.000000,0.000326
41322,0.000000,0.000000,4.853439,0.740236,5.000000,0.000182
41323,-0.700000,-0.700000,4.973899,2.500000,5.000000,0.000157
41324,5.000000,5.000000,4.995445,4.259764,5.000000,0.000132
41325,-1.500000,-1.500000,4.809420,4.853439,5.000000,0.000107
41326,0.000000,0.000000,4.764730,4.995445,5.000000,0.000082
41327,0.000000,0.000000,4.710191,4.973899,5.000000,0.000057
41328,0.500000,0.500000,4.643954,4.853439,5.000000,0.000032
41329,1.400000,1.400000,4.563979,4.259764,5.000000,0.000027
41330,1.600000,1.600000,4.468099,2.897037,5.000000,0.000023
41331,1.650000,1.650000,4.354118,2.872775,5.000000,0.000019
41332,0.700000,0.700000,4.219977,2.843106,5.000000,0.000014
41333,0.200000,0.200000,4.063965,2.806981,5.000000,0.000010
41334,0.000000,0.000000,3.884993,2.763233,5.000000,0.000005
41335,0.000000,0.000000,3.682893,2.710590,5.000000,0.000005
41336,0.000000,0.000000,3.458694,2.647736,5.000000,0.000004
41337,0.000000,0.000000,3.214830,2.573379,5.000000,0.000003
41338,0.000000,0.000000,2.955193,2.486371,5.000000,0.000002
41339,0.000000,0.000000,2.684987,2.385853,5.000000,0.000002
41340,0.000000,0.000000,2.410365,2.271429,5.000000,0.000001
41341,0.000000,0.000000,2.137891,2.143339,5.000000,0.000001
41342,0.000000,0.000000,1.873930,2.002619,5.000000,0.000001
41343,0.000000,0.000000,1.624066,1.851173,5.000000,0.000001
41344,0.000000,0.000000,1.392676,1.691754,5.000000,0.000000
41345,0.000000,0.000000,1.182704,1.527806,5.000000,0.000000
41346,0.000000,0.000000,0.995651,1.363190,5.000000,0.000000
41347,0.000000,0.000000,0.831736,1.201832,5.000000,0.000000
41348,0.000000,0.000000,0.690156,1.047352,5.000000,0.000000
41349,0.000000,0.000000,0.569384,0.902760,5.000000,0.000000
41350,0.000000,0.000000,0.467454,0.770255,5.000000,0.000000
41351,0.000000,0.000000,0.382197,0.651160,5.000000,0.000000
