date,II,V5,SpO2,Art,BP,ETCO2,QRS,ST,QT,PR,SystBP,DiasBP,MAP
41527,0.7,0.7,4.219977,4.973899,11.706064,36.71875,0.11,0.02,0.42,0.14,95,76,82.333333
41528,0.2,0.2,4.063965,4.853439,10.912128,36.75,0.11,0.02,0.42,0.14,95,76,82.333333
41529,0,0,3.884993,4.259764,10.118191,36.78125,0.11,0.02,0.42,0.14,95,76,82.333333
41530,0,0,3.682893,2.897037,9.324255,36.8125,0.11,0.02,0.42,0.14,95,76,82.333333
41531,0,0,3.458694,2.872775,8.530319,36.84375,0.11,0.02,0.42,0.14,95,76,82.333333
41532,0,0,3.21483,2.843106,7.736383,36.875,0.11,0.02,0.42,0.14,95,76,82.333333
41533,0,0,2.955193,2.806981,7.398884,36.90625,0.11,0.02,0.42,0.14,95,76,82.333333
41534,0,0,2.684987,2.763233,7.061385,36.9375,0.11,0.02,0.42,0.14,95,76,82.333333
41535,0,0,2.410365,2.71059,6.723885,36.96875,0.11,0.02,0.42,0.14,95,76,82.333333
41536,0,0,2.137891,2.647736,6.386386,37,0.11,0.02,0.42,0.14,95,76,82.333333
41537,0,0,1.87393,2.573379,6.048887,37.03125,0.11,0.02,0.42,0.14,95,76,82.333333
41538,0,0,1.624066,2.486371,5.711388,37.0625,0.11,0.02,0.42,0.14,95,76,82.333333
41539,0,0,1.392676,2.385853,5.620291,37.09375,0.11,0.02,0.42,0.14,95,76,82.333333
41540,0,0,1.182704,2.271429,5.529193,37.125,0.11,0.02,0.42,0.14,95,76,82.333333
41541,0,0,0.995651,2.143339,5.438096,37.15625,0.11,0.02,0.42,0.14,95,76,82.333333
41542,0,0,0.831736,2.002619,5.346999,37.1875,0.11,0.02,0.42,0.14,95,76,82.333333
41543,0,0,0.690156,1.851173,5.255901,37.21875,0.11,0.02,0.42,0.14,95,76,82.333333
41544,0,0,0.569384,1.691754,5.164804,37.25,0.11,0.02,0.42,0.14,95,76,82.333333
41545,0,0,0.467454,1.527806,5.143518,37.28125,0.11,0.02,0.42,0.14,95,76,82.333333
41546,0,0,0.382197,1.36319,5.122233,37.3125,0.11,0.02,0.42,0.14,95,76,82.333333
41547,0,0,0.311421,1.201832,5.100947,37.34375,0.11,0.02,0.42,0.14,95,76,82.333333
41548,0,0,0.253034,1.047352,5.079661,37.375,0.11,0.02,0.42,0.14,95,76,82.333333
41549,0,0,0.205114,0.90276,5.058375,37.40625,0.11,0.02,0.42,0.14,95,76,82.333333
41550,0,0,0.004555,0.770255,5.037089,37.4375,0.11,0.02,0.42,0.14,95,76,82.333333
41551,0,0,0.026101,0.65116,5.03229,37.46875,0.11,0.02,0.42,0.14,95,76,82.333333
41552,0.45,0.45,0.146561,0.545971,5.02749,37.5,0.11,0.02,0.42,0.14,95,76,82.333333
41553,0.6,0.6,0.740236,0.454486,5.022691,37.53125,0.11,0.02,0.42,0.14,95,76,82.333333
41554,0.45,0.45,2.5,0.375982,5.017891,37.5625,0.11,0.02,0.42,0.14,95,76,82.333333
41555,0,0,4.259764,0.30939,5.013091,37.59375,0.11,0.02,0.42,0.14,95,76,82.333333
41556,0,0,4.853439,0.253453,5.008292,37.625,0.11,0.02,0.42,0.14,95,76,82.333333
41557,-0.7,-0.7,4.973899,0.206852,5.007218,37.65625,0.11,0.02,0.42,0.14,95,76,82.333333
41558,5,5,4.995445,0.168294,5.006145,37.6875,0.11,0.02,0.42,0.14,95,76,82.333333
41559,-1.5,-1.5,4.80942,0.136572,5.005071,37.71875,0.11,0.02,0.42,0.14,95,76,82.333333
41560,0,0,4.76473,0.026101,5.003998,37.75,0.11,0.02,0.42,0.14,95,76,82.333333
41561,0,0,4.710191,0.146561,5.002924,37.78125,0.11,0.02,0.42,0.14,95,76,82.333333
41562,0.5,0.5,4.643954,0.740236,5.001851,37.8125,0.11,0.02,0.42,0.14,95,76,82.333333
41563,1.4,1.4,4.563979,2.5,5.001611,37.658106,0.11,0.02,0.42,0.14,95,76,82.333333
41564,1.6,1.6,4.468099,4.259764,5.001372,37.503712,0.11,0.02,0.42,0.14,95,76,82.333333
41565,1.65,1.65,4.354118,4.853439,5.001132,37.349318,0.11,0.02,0.42,0.14,95,76,82.333333
41566,0.7,0.7,4.219977,4.995445,5.000892,37.194923,0.11,0.02,0.42,0.14,95,76,82.333333
41567,0.2,0.2,4.063965,4.973899,5.000653,37.040529,0.11,0.02,0.42,0.14,95,76,82.333333
41568,0,0,3.884993,4.853439,5.000413,36.886135,0.11,0.02,0.42,0.14,95,76,82.333333
41569,0,0,3.682893,4.259764,5.00036,36.134147,0.11,0.02,0.42,0.14,95,76,82.333333
41570,0,0,3.458694,2.897037,5.000306,35.382159,0.11,0.02,0.42,0.14,95,76,82.333333
41571,0,0,3.21483,2.872775,5.000253,34.630171,0.11,0.02,0.42,0.14,95,76,82.333333
41572,0,0,2.955193,2.843106,5.000199,33.878183,0.11,0.02,0.42,0.14,95,76,82.333333
41573,0,0,2.684987,2.806981,5.000146,33.126195,0.11,0.02,0.42,0.14,95,76,82.333333
41574,0,0,2.410365,2.763233,5.000092,32.374206,0.11,0.02,0.42,0.14,95,76,82.333333
41575,0,0,2.137891,2.71059,5.00008,30.145172,0.11,0.02,0.42,0.14,95,76,82.333333
41576,0,0,1.87393,2.647736,5.000068,27.916138,0.11,0.02,0.42,0.14,95,76,82.333333
41577,0,0,1.624066,2.573379,5.000056,25.687103,0.11,0.02,0.42,0.14,95,76,82.333333
41578,0,0,1.392676,2.486371,5.000044,23.458069,0.11,0.02,0.42,0.14,95,76,82.333333
41579,0,0,1.182704,2.385853,5.000032,21.229034,0.11,0.02,0.42,0.14,95,76,82.333333
41580,0,0,0.995651,2.271429,5.000021,19,0.08,0.082,0.38,0.21,96,64,74.666667
41581,0,0,0.831736,2.143339,5.000018,16.770966,0.08,0.082,0.38,0.21,96,64,74.666667
41582,0,0,0.690156,2.002619,5.000015,14.541931,0.08,0.082,0.38,0.21,96,64,74.666667
41583,0,0,0.569384,1.851173,5.000013,12.312897,0.08,0.082,0.38,0.21,96,64,74.666667
41584,0,0,0.467454,1.691754,5.00001,10.083862,0.08,0.082,0.38,0.21,96,64,74.666667
41585,0,0,0.382197,1.527806,5.000007,7.854828,0.08,0.082,0.38,0.21,96,64,74.666667
41586,0,0,0.311421,1.36319,5.000005,5.625794,0.08,0.082,0.38,0.21,96,64,74.666667
41587,0,0,0.253034,1.201832,5.000004,4.873805,0.08,0.082,0.38,0.21,96,64,74.666667
41588,0,0,0.205114,1.047352,5.000003,4.121817,0.08,0.082,0.38,0.21,96,64,74.666667
41589,0,0,0.004555,0.90276,5.000003,3.369829,0.08,0.082,0.38,0.21,96,64,74.666667
41590,0,0,0.026101,0.770255,5.000002,2.617841,0.08,0.082,0.38,0.21,96,64,74.666667
41591,0.45,0.45,0.146561,0.65116,5.000002,1.865853,0.08,0.082,0.38,0.21,96,64,74.666667
41592,0.6,0.6,0.740236,0.545971,5.000001,1.113865,0.08,0.082,0.38,0.21,96,64,74.666667
41593,0.45,0.45,2.5,0.454486,5.000001,0.961281,0.08,0.082,0.38,0.21,96,64,74.666667
41594,0,0,4.259764,0.375982,5.000001,0.808698,0.08,0.082,0.38,0.21,96,64,74.666667
41595,0,0,4.853439,0.30939,5.000001,0.656115,0.08,0.082,0.38,0.21,96,64,74.666667
41596,-0.7,-0.7,4.973899,0.253453,5,0.503531,0.08,0.082,0.38,0.21,96,64,74.666667
41597,5,5,4.995445,0.206852,5,0.350948,0.08,0.082,0.38,0.21,96,64,74.666667
41598,-1.5,-1.5,4.80942,0.168294,5,0.198365,0.08,0.082,0.38,0.21,96,64,74.666667
41599,0,0,4.76473,0.136572,5,0.171074,0.08,0.082,0.38,0.21,96,64,74.666667
41600,0,0,4.710191,0.026101,5,0.143783,0.08,0.082,0.38,0.21,96,64,74.666667
41601,0.5,0.5,4.643954,0.146561,5,0.116492,0.08,0.082,0.38,0.21,96,64,74.666667
41602,1.4,1.4,4.563979,0.740236,5,0.089202,0.08,0.082,0.38,0.21,96,64,74.666667
41603,1.6,1.6,4.468099,2.5,5,0.061911,0.08,0.082,0.38,0.21,96,64,74.666667
41604,1.65,1.65,4.354118,4.259764,5,0.03462,0.08,0.082,0.38,0.21,96,64,74.666667
41605,0.7,0.7,4.219977,4.853439,5,0.029853,0.08,0.082,0.38,0.21,96,64,74.666667
41606,0.2,0.2,4.063965,4.995445,5,0.025087,0.08,0.082,0.38,0.21,96,64,74.666667
41607,0,0,3.884993,4.973899,5,0.02032,0.08,0.082,0.38,0.21,96,64,74.666667
41608,0,0,3.682893,4.853439,5,0.015554,0.08,0.082,0.38,0.21,96,64,74.666667
41609,0,0,3.458694,4.259764,5,0.010787,0.08,0.082,0.38,0.21,96,64,74.666667
41610,0,0,3.21483,2.897037,5,0.006021,0.08,0.082,0.38,0.21,96,64,74.666667
41611,0,0,2.955193,2.872775,5,0.005192,0.08,0.082,0.38,0.21,96,64,74.666667
41612,0,0,2.684987,2.843106,5,0.004363,0.08,0.082,0.38,0.21,96,64,74.666667
41613,0,0,2.410365,2.806981,5,0.003533,0.08,0.082,0.38,0.21,96,64,74.666667
41614,0,0,2.137891,2.763233,5,0.002704,0.08,0.082,0.38,0.21,96,64,74.666667
41615,0,0,1.87393,2.71059,5,0.001875,0.08,0.082,0.38,0.21,96,64,74.666667
41616,0,0,1.624066,2.647736,5,0.001046,0.08,0.082,0.38,0.21,96,64,74.666667
41617,0,0,1.392676,2.573379,5,0.000902,0.08,0.082,0.38,0.21,96,64,74.666667
41618,0,0,1.182704,2.486371,5,0.000758,0.08,0.082,0.38,0.21,96,64,74.666667
41619,0,0,0.995651,2.385853,5,0.000614,0.08,0.082,0.38,0.21,96,64,74.666667
41620,0,0,0.831736,2.271429,5,0.00047,0.08,0.082,0.38,0.21,96,64,74.666667
41621,0,0,0.690156,2.143339,5,0.000326,0.08,0.082,0.38,0.21,96,64,74.666667
41622,0,0,0.569384,2.002619,5,0.000182,0.08,0.082,0.38,0.21,96,64,74.666667
41623,0,0,0.467454,1.851173,5,0.000157,0.08,0.082,0.38,0.21,96,64,74.666667
41624,0,0,0.382197,1.691754,5,0.000132,0.08,0.082,0.38,0.21,96,64,74.666667
41625,0,0,0.311421,1.527806,5,0.000107,0.08,0.082,0.38,0.21,96,64,74.666667
41626,0,0,0.253034,1.36319,5,0.000082,0.08,0.082,0.38,0.21,96,64,74.666667
41627,0,0,0.205114,1.201832,5,0.000057,0.08,0.082,0.38,0.21,96,64,74.666667
41628,0,0,0.004555,1.047352,5,0.000032,0.08,0.082,0.38,0.21,96,64,74.666667
41629,0,0,0.026101,0.90276,5,0.000027,0.08,0.082,0.38,0.21,96,64,74.666667
41630,0.45,0.45,0.146561,0.770255,5,0.000023,0.08,0.082,0.38,0.21,96,64,74.666667
41631,0.6,0.6,0.740236,0.65116,5,0.000019,0.08,0.082,0.38,0.21,96,64,74.666667
41632,0.45,0.45,2.5,0.545971,5,0.000014,0.08,0.082,0.38,0.21,96,64,74.666667
41633,0,0,4.259764,0.454486,5,0.00001,0.08,0.082,0.38,0.21,96,64,74.666667
41634,0,0,4.853439,0.375982,5,0.000005,0.08,0.082,0.38,0.21,96,64,74.666667
41635,-0.7,-0.7,4.973899,0.30939,5,0.000005,0.08,0.082,0.38,0.21,96,64,74.666667
41636,5,5,4.995445,0.253453,5,0.000004,0.08,0.082,0.38,0.21,96,64,74.666667
41637,-1.5,-1.5,4.80942,0.206852,5,0.000003,0.08,0.082,0.38,0.21,96,64,74.666667
41638,0,0,4.76473,0.168294,5,0.000002,0.08,0.082,0.38,0.21,96,64,74.666667
41639,0,0,4.710191,0.136572,5,0.000002,0.08,0.082,0.38,0.21,96,64,74.666667
41640,0.5,0.5,4.643954,0.026101,5,0.000001,0.11,0.126,0.42,0.2,116,74,88
41641,1.4,1.4,4.563979,0.146561,5,0.000001,0.11,0.126,0.42,0.2,116,74,88
41642,1.6,1.6,4.468099,0.740236,5,0.000001,0.11,0.126,0.42,0.2,116,74,88
41643,1.65,1.65,4.354118,2.5,5,0.000001,0.11,0.126,0.42,0.2,116,74,88
41644,0.7,0.7,4.219977,4.259764,5,0,0.11,0.126,0.42,0.2,116,74,88
41645,0.2,0.2,4.063965,4.853439,5,0,0.11,0.126,0.42,0.2,116,74,88
41646,0,0,3.884993,4.995445,5,0,0.11,0.126,0.42,0.2,116,74,88
41647,0,0,3.682893,4.973899,5,0,0.11,0.126,0.42,0.2,116,74,88
41648,0,0,3.458694,4.853439,5,0,0.11,0.126,0.42,0.2,116,74,88
41649,0,0,3.21483,4.259764,5,0,0.11,0.126,0.42,0.2,116,74,88
41650,0,0,2.955193,2.897037,5,0,0.11,0.126,0.42,0.2,116,74,88
41651,0,0,2.684987,2.872775,5,0,0.11,0.126,0.42,0.2,116,74,88
41652,0,0,2.410365,2.843106,5,0,0.11,0.126,0.42,0.2,116,74,88
41653,0,0,2.137891,2.806981,5,0,0.11,0.126,0.42,0.2,116,74,88
41654,0,0,1.87393,2.763233,5,0,0.11,0.126,0.42,0.2,116,74,88
41655,0,0,1.624066,2.71059,5,0,0.11,0.126,0.42,0.2,116,74,88
41656,0,0,1.392676,2.647736,5,0,0.11,0.126,0.42,0.2,116,74,88
41657,0,0,1.182704,2.573379,5,0,0.11,0.126,0.42,0.2,116,74,88
41658,0,0,0.995651,2.486371,5,0,0.11,0.126,0.42,0.2,116,74,88
41659,0,0,0.831736,2.385853,5,0,0.11,0.126,0.42,0.2,116,74,88
41660,0,0,0.690156,2.271429,5,0,0.11,0.126,0.42,0.2,116,74,88
41661,0,0,0.569384,2.143339,5,0,0.11,0.126,0.42,0.2,116,74,88
41662,0,0,0.467454,2.002619,5,0,0.11,0.126,0.42,0.2,116,74,88
41663,0,0,0.382197,1.851173,5,0,0.11,0.126,0.42,0.2,116,74,88
41664,0,0,0.311421,1.691754,5,0,0.11,0.126,0.42,0.2,116,74,88
41665,0,0,0.253034,1.527806,5,0,0.11,0.126,0.42,0.2,116,74,88
41666,0,0,0.205114,1.36319,5,0,0.11,0.126,0.42,0.2,116,74,88
41667,0,0,0.004555,1.201832,5,0,0.11,0.126,0.42,0.2,116,74,88
41668,0,0,0.026101,1.047352,5,0,0.11,0.126,0.42,0.2,116,74,88
41669,0.45,0.45,0.146561,0.90276,5,0,0.11,0.126,0.42,0.2,116,74,88
41670,0.6,0.6,0.740236,0.770255,5,0,0.11,0.126,0.42,0.2,116,74,88
41671,0.45,0.45,2.5,0.65116,5,0,0.11,0.126,0.42,0.2,116,74,88
41672,0,0,4.259764,0.545971,5,0,0.11,0.126,0.42,0.2,116,74,88
41673,0,0,4.853439,0.454486,5,0,0.11,0.126,0.42,0.2,116,74,88
41674,-0.7,-0.7,4.973899,0.375982,5,0,0.11,0.126,0.42,0.2,116,74,88
41675,5,5,4.995445,0.30939,5,0,0.11,0.126,0.42,0.2,116,74,88
41676,-1.5,-1.5,4.80942,0.253453,5,0,0.11,0.126,0.42,0.2,116,74,88
41677,0,0,4.76473,0.206852,5,0,0.11,0.126,0.42,0.2,116,74,88
41678,0,0,4.710191,0.168294,5,0,0.11,0.126,0.42,0.2,116,74,88
41679,0.5,0.5,4.643954,0.136572,5,0,0.11,0.126,0.42,0.2,116,74,88
41680,1.4,1.4,4.563979,0.026101,5,0,0.11,0.126,0.42,0.2,116,74,88
41681,1.6,1.6,4.468099,0.146561,5,0,0.11,0.126,0.42,0.2,116,74,88
41682,1.65,1.65,4.354118,0.740236,5,0,0.11,0.126,0.42,0.2,116,74,88
41683,0.7,0.7,4.219977,2.5,5,0,0.11,0.126,0.42,0.2,116,74,88
41684,0.2,0.2,4.063965,4.259764,5,0,0.11,0.126,0.42,0.2,116,74,88
41685,0,0,3.884993,4.853439,5,0,0.11,0.126,0.42,0.2,116,74,88
41686,0,0,3.682893,4.995445,5,0,0.11,0.126,0.42,0.2,116,74,88
41687,0,0,3.458694,4.973899,5,0,0.11,0.126,0.42,0.2,116,74,88
41688,0,0,3.21483,4.853439,5,0,0.11,0.126,0.42,0.2,116,74,88
41689,0,0,2.955193,4.259764,5,0,0.11,0.126,0.42,0.2,116,74,88
41690,0,0,2.684987,2.897037,5,0,0.11,0.126,0.42,0.2,116,74,88
41691,0,0,2.410365,2.872775,5,0,0.11,0.126,0.42,0.2,116,74,88
41692,0,0,2.137891,2.843106,5,0,0.11,0.126,0.42,0.2,116,74,88
41693,0,0,1.87393,2.806981,5,0,0.11,0.126,0.42,0.2,116,74,88
41694,0,0,1.624066,2.763233,5,0,0.11,0.126,0.42,0.2,116,74,88
41695,0,0,1.392676,2.71059,5.027467,0.014424,0.11,0.126,0.42,0.2,116,74,88
41696,0,0,1.182704,2.647736,5.054935,0.028847,0.11,0.126,0.42,0.2,116,74,88
41697,0,0,0.995651,2.573379,5.082402,0.043271,0.11,0.126,0.42,0.2,116,74,88
41698,0,0,0.831736,2.486371,5.109869,0.057695,0.11,0.126,0.42,0.2,116,74,88
41699,0,0,0.690156,2.385853,5.137337,0.072118,0.11,0.126,0.42,0.2,116,74,88
41700,0,0,0.569384,2.271429,5.164804,0.086542,0.12,0.151,0.4,0.13,117,63,81
41701,0,0,0.467454,2.143339,5.255901,0.11116,0.12,0.151,0.4,0.13,117,63,81
41702,0,0,0.382197,2.002619,5.346999,0.135778,0.12,0.151,0.4,0.13,117,63,81
41703,0,0,0.311421,1.851173,5.438096,0.160396,0.12,0.151,0.4,0.13,117,63,81
41704,0,0,0.253034,1.691754,5.529193,0.185014,0.12,0.151,0.4,0.13,117,63,81
41705,0,0,0.205114,1.527806,5.620291,0.209632,0.12,0.151,0.4,0.13,117,63,81
41706,0,0,0.004555,1.36319,5.711388,0.23425,0.12,0.151,0.4,0.13,117,63,81
41707,0,0,0.026101,1.201832,6.048887,0.300128,0.12,0.151,0.4,0.13,117,63,81
41708,0.45,0.45,0.146561,1.047352,6.386386,0.366006,0.12,0.151,0.4,0.13,117,63,81
41709,0.6,0.6,0.740236,0.90276,6.723885,0.431884,0.12,0.151,0.4,0.13,117,63,81
41710,0.45,0.45,2.5,0.770255,7.061385,0.497761,0.12,0.151,0.4,0.13,117,63,81
41711,0,0,4.259764,0.65116,7.398884,0.563639,0.12,0.151,0.4,0.13,117,63,81
41712,0,0,4.853439,0.545971,7.736383,0.629517,0.12,0.151,0.4,0.13,117,63,81
41713,-0.7,-0.7,4.973899,0.454486,8.530319,0.801249,0.12,0.151,0.4,0.13,117,63,81
41714,5,5,4.995445,0.375982,9.324255,0.97298,0.12,0.151,0.4,0.13,117,63,81
41715,-1.5,-1.5,4.80942,0.30939,10.118191,1.144711,0.12,0.151,0.4,0.13,117,63,81
41716,0,0,4.76473,0.253453,10.912128,1.316443,0.12,0.151,0.4,0.13,117,63,81
41717,0,0,4.710191,0.206852,11.706064,1.488174,0.12,0.151,0.4,0.13,117,63,81
41718,0.5,0.5,4.643954,0.168294,12.5,1.659906,0.12,0.151,0.4,0.13,117,63,81
41719,1.4,1.4,4.563979,0.136572,13.293936,2.078605,0.12,0.151,0.4,0.13,117,63,81
41720,1.6,1.6,4.468099,0.026101,14.087872,2.497304,0.12,0.151,0.4,0.13,117,63,81
41721,1.65,1.65,4.354118,0.146561,14.881809,2.916004,0.12,0.151,0.4,0.13,117,63,81
41722,0.7,0.7,4.219977,0.740236,15.675745,3.334703,0.12,0.151,0.4,0.13,117,63,81
41723,0.2,0.2,4.063965,2.5,16.469681,3.753403,0.12,0.151,0.4,0.13,117,63,81
41724,0,0,3.884993,4.259764,17.263617,4.172102,0.12,0.151,0.4,0.13,117,63,81
41725,0,0,3.682893,4.853439,17.601116,5.045577,0.12,0.151,0.4,0.13,117,63,81
41726,0,0,3.458694,4.995445,17.938615,5.919051,0.12,0.151,0.4,0.13,117,63,81
41727,0,0,3.21483,4.973899,18.276115,6.792526,0.12,0.151,0.4,0.13,117,63,81
41728,0,0,2.955193,4.853439,18.613614,7.666001,0.12,0.151,0.4,0.13,117,63,81
41729,0,0,2.684987,4.259764,18.951113,8.539475,0.12,0.151,0.4,0.13,117,63,81
41730,0,0,2.410365,2.897037,19.288612,9.41295,0.12,0.151,0.4,0.13,117,63,81
41731,0,0,2.137891,2.872775,19.379709,10.760791,0.12,0.151,0.4,0.13,117,63,81
41732,0,0,1.87393,2.843106,19.470807,12.108633,0.12,0.151,0.4,0.13,117,63,81
41733,0,0,1.624066,2.806981,19.561904,13.456475,0.12,0.151,0.4,0.13,117,63,81
41734,0,0,1.392676,2.763233,19.653001,14.804317,0.12,0.151,0.4,0.13,117,63,81
41735,0,0,1.182704,2.71059,19.744099,16.152158,0.12,0.151,0.4,0.13,117,63,81
41736,0,0,0.995651,2.647736,19.835196,17.5,0.12,0.151,0.4,0.13,117,63,81
41737,0,0,0.831736,2.573379,19.856482,18.847842,0.12,0.151,0.4,0.13,117,63,81
41738,0,0,0.690156,2.486371,19.877767,20.195683,0.12,0.151,0.4,0.13,117,63,81
41739,0,0,0.569384,2.385853,19.899053,21.543525,0.12,0.151,0.4,0.13,117,63,81
41740,0,0,0.467454,2.271429,19.920339,22.891367,0.12,0.151,0.4,0.13,117,63,81
41741,0,0,0.382197,2.143339,19.941625,24.239209,0.12,0.151,0.4,0.13,117,63,81
41742,0,0,0.311421,2.002619,19.962911,25.58705,0.12,0.151,0.4,0.13,117,63,81
41743,0,0,0.253034,1.851173,19.96771,26.460525,0.12,0.151,0.4,0.13,117,63,81
41744,0,0,0.205114,1.691754,19.97251,27.333999,0.12,0.151,0.4,0.13,117,63,81
41745,0,0,0.004555,1.527806,19.977309,28.207474,0.12,0.151,0.4,0.13,117,63,81
41746,0,0,0.026101,1.36319,19.982109,29.080949,0.12,0.151,0.4,0.13,117,63,81
41747,0.45,0.45,0.146561,1.201832,19.986909,29.954423,0.12,0.151,0.4,0.13,117,63,81
41748,0.6,0.6,0.740236,1.047352,19.991708,30.827898,0.12,0.151,0.4,0.13,117,63,81
41749,0.45,0.45,2.5,0.90276,19.992782,31.246597,0.12,0.151,0.4,0.13,117,63,81
41750,0,0,4.259764,0.770255,19.993855,31.665297,0.12,0.151,0.4,0.13,117,63,81
41751,0,0,4.853439,0.65116,19.994929,32.083996,0.12,0.151,0.4,0.13,117,63,81
41752,-0.7,-0.7,4.973899,0.545971,19.996002,32.502696,0.12,0.151,0.4,0.13,117,63,81
41753,5,5,4.995445,0.454486,19.997076,32.921395,0.12,0.151,0.4,0.13,117,63,81
41754,-1.5,-1.5,4.80942,0.375982,19.998149,33.340094,0.12,0.151,0.4,0.13,117,63,81
41755,0,0,4.76473,0.30939,19.998389,33.511826,0.12,0.151,0.4,0.13,117,63,81
41756,0,0,4.710191,0.253453,19.998628,33.683557,0.12,0.151,0.4,0.13,117,63,81
41757,0.5,0.5,4.643954,0.206852,19.998868,33.855289,0.12,0.151,0.4,0.13,117,63,81
41758,1.4,1.4,4.563979,0.168294,19.999108,34.02702,0.12,0.151,0.4,0.13,117,63,81
41759,1.6,1.6,4.468099,0.136572,19.999347,34.198751,0.12,0.151,0.4,0.13,117,63,81
41760,1.65,1.65,4.354118,0.026101,19.999587,34.370483,0.13,0.023,0.42,0.16,113,67,82.333333
41761,0.7,0.7,4.219977,0.146561,19.99964,34.436361,0.13,0.023,0.42,0.16,113,67,82.333333
41762,0.2,0.2,4.063965,0.740236,19.999694,34.502239,0.13,0.023,0.42,0.16,113,67,82.333333
41763,0,0,3.884993,2.5,19.999747,34.568116,0.13,0.023,0.42,0.16,113,67,82.333333
41764,0,0,3.682893,4.259764,19.999801,34.633994,0.13,0.023,0.42,0.16,113,67,82.333333
41765,0,0,3.458694,4.853439,19.999854,34.699872,0.13,0.023,0.42,0.16,113,67,82.333333
41766,0,0,3.21483,4.995445,19.999908,34.76575,0.13,0.023,0.42,0.16,113,67,82.333333
41767,0,0,2.955193,4.973899,19.999923,34.804792,0.13,0.023,0.42,0.16,113,67,82.333333
41768,0,0,2.684987,4.853439,19.999939,34.843833,0.13,0.023,0.42,0.16,113,67,82.333333
41769,0,0,2.410365,4.259764,19.999954,34.882875,0.13,0.023,0.42,0.16,113,67,82.333333
41770,0,0,2.137891,2.897037,19.999969,34.921917,0.13,0.023,0.42,0.16,113,67,82.333333
41771,0,0,1.87393,2.872775,19.999985,34.960958,0.13,0.023,0.42,0.16,113,67,82.333333
41772,0,0,1.624066,2.843106,20,35,0.13,0.023,0.42,0.16,113,67,82.333333
41773,0,0,1.392676,2.806981,20,35.03125,0.13,0.023,0.42,0.16,113,67,82.333333
41774,0,0,1.182704,2.763233,20,35.0625,0.13,0.023,0.42,0.16,113,67,82.333333
41775,0,0,0.995651,2.71059,20,35.09375,0.13,0.023,0.42,0.16,113,67,82.333333
41776,0,0,0.831736,2.647736,20,35.125,0.13,0.023,0.42,0.16,113,67,82.333333
41777,0,0,0.690156,2.573379,20,35.15625,0.13,0.023,0.42,0.16,113,67,82.333333
41778,0,0,0.569384,2.486371,20,35.1875,0.13,0.023,0.42,0.16,113,67,82.333333
41779,0,0,0.467454,2.385853,20,35.21875,0.13,0.023,0.42,0.16,113,67,82.333333
41780,0,0,0.382197,2.271429,20,35.25,0.13,0.023,0.42,0.16,113,67,82.333333
41781,0,0,0.311421,2.143339,20,35.28125,0.13,0.023,0.42,0.16,113,67,82.333333
41782,0,0,0.253034,2.002619,20,35.3125,0.13,0.023,0.42,0.16,113,67,82.333333
41783,0,0,0.205114,1.851173,20,35.34375,0.13,0.023,0.42,0.16,113,67,82.333333
41784,0,0,0.004555,1.691754,20,35.375,0.13,0.023,0.42,0.16,113,67,82.333333
41785,0,0,0.026101,1.527806,20,35.40625,0.13,0.023,0.42,0.16,113,67,82.333333
41786,0.45,0.45,0.146561,1.36319,20,35.4375,0.13,0.023,0.42,0.16,113,67,82.333333
41787,0.6,0.6,0.740236,1.201832,20,35.46875,0.13,0.023,0.42,0.16,113,67,82.333333
41788,0.45,0.45,2.5,1.047352,20,35.5,0.13,0.023,0.42,0.16,113,67,82.333333
41789,0,0,4.259764,0.90276,20,35.53125,0.13,0.023,0.42,0.16,113,67,82.333333
41790,0,0,4.853439,0.770255,20,35.5625,0.13,0.023,0.42,0.16,113,67,82.333333
41791,-0.7,-0.7,4.973899,0.65116,20,35.59375,0.13,0.023,0.42,0.16,113,67,82.333333
41792,5,5,4.995445,0.545971,20,35.625,0.13,0.023,0.42,0.16,113,67,82.333333
41793,-1.5,-1.5,4.80942,0.454486,20,35.65625,0.13,0.023,0.42,0.16,113,67,82.333333
41794,0,0,4.76473,0.375982,20,35.6875,0.13,0.023,0.42,0.16,113,67,82.333333
41795,0,0,4.710191,0.30939,20,35.71875,0.13,0.023,0.42,0.16,113,67,82.333333
41796,0.5,0.5,4.643954,0.253453,20,35.75,0.13,0.023,0.42,0.16,113,67,82.333333
41797,1.4,1.4,4.563979,0.206852,20,35.78125,0.13,0.023,0.42,0.16,113,67,82.333333
41798,1.6,1.6,4.468099,0.168294,20,35.8125,0.13,0.023,0.42,0.16,113,67,82.333333
41799,1.65,1.65,4.354118,0.136572,20,35.84375,0.13,0.023,0.42,0.16,113,67,82.333333
41800,0.7,0.7,4.219977,0.026101,20,35.875,0.13,0.023,0.42,0.16,113,67,82.333333
41801,0.2,0.2,4.063965,0.146561,20,35.90625,0.13,0.023,0.42,0.16,113,67,82.333333
41802,0,0,3.884993,0.740236,20,35.9375,0.13,0.023,0.42,0.16,113,67,82.333333
41803,0,0,3.682893,2.5,19.972533,35.96875,0.13,0.023,0.42,0.16,113,67,82.333333
41804,0,0,3.458694,4.259764,19.945065,36,0.13,0.023,0.42,0.16,113,67,82.333333
41805,0,0,3.21483,4.853439,19.917598,36.03125,0.13,0.023,0.42,0.16,113,67,82.333333
